,Merchantnumber,all_transactions,sum_amounts,harmonic
10548,62006362132155,13,2329010,0.0244911186532
10549,62006362125065,240,32621511,0.457154350806
10550,62006362126458,234,107727013,0.452185509588
10551,62006362120722,377,115799020,0.757876212426
10552,62006362048853,24,3191004,5.23015873016
10553,62006362129354,733,84392524,1.39123863935
10554,62006362129317,69,20383011,0.132472435541
10555,62006362102640,59,153425721,0.176589235585
10556,62006362041622,4,4025,0.097619047619
10557,062006362034221,28,15792008,1.96792080469
10558,62006362050371,13,15416024,0.256386137297
10559,62006362059623,73,150658068,1.05840746019
10560,62006362101840,44,64559031,0.126892008612
10561,62006362106856,28,1700404641,0.0767514434084
10562,62006362109371,17,10319035,0.0451797067837
10563,62006362106780,86,42177015,0.248896700324
10564,62006362109762,36,2129578031,0.08421795664
10565,62006362104286,9,1758031,0.0324685409006
10566,62006362113175,11,1537023011,0.0313808284015
10567,62006362110177,102,507241042,0.24127049458
10568,62006362106975,61,2137407373,0.159322285968
10569,62006362102361,34,199476031,0.101412086595
10570,62006362100906,8,17028,0.026809195866
10571,62006362048291,7,16025,0.214854111406
10572,062006362015566,18,1017069,0.132980422561
10573,62006362101673,24,185563051,0.073644508317
10574,62006362100771,8,26030,0.0269346870467
10575,62006362055641,5,14029,0.168261562998
10576,062006362034051,33,157406027,1.5921202481
10577,062006362031414,17,200293316,0.250828439126
10578,62006362044582,2,2007,0.0769230769231
10579,062006362011138,51,77256474,0.506587188634
10580,62006362105032,43,700780037,0.0988520298945
10581,62006362057646,8,8031,0.113938171288
10582,062006362026860,4,4019,0.105606275783
10583,62006362115307,21,31456023,0.051428837259
10584,62006362116382,19,10957027,0.0381797419727
10585,62006362115762,22,1769031,0.0461106431708
10586,62006362056552,15,79731048,0.141579244192
10587,62006362117074,5,5015,0.011797450528
10588,62006362126229,2120,165857518,4.0719871954
10589,62006362122772,375,34595015,0.735838956533
10590,62006362128165,175,551552008,0.333964189577
10591,62006362127050,124,133293011,0.242509512022
10592,62006362125135,999,105514019,1.99329524449
10593,62006362124109,98,75394015,0.191364222908
10594,62006362127538,27,80624013,0.0522960572306
10595,62006362127568,70,10397211,0.133540131491
10596,62006362124018,327,30446024,0.641905307822
10597,62006362126309,39,7363011,0.074487887005
10598,62006362127139,3,3011,0.00584813168787
10599,62006362127527,66,14999011,0.127464381065
10600,62006362126530,105,20490015,0.202181223188
10601,62006362126468,54,12856025,0.106042301424
10602,62006362126451,443,44257516,0.855435379022
10603,62006362118499,48,59067019,0.101594336795
10604,62006362121425,267,259836015,0.532124955889
10605,62006362127554,42,68470013,0.0808386731153
10606,62006362125235,120,27374011,0.227245145886
10607,62006362125148,113,9069511,0.218308865566
10608,62006362125114,5,5019,0.0102534964109
10609,62006362125167,189,72161515,0.369299810763
10610,62006362124374,1318,9037088016,2.57201745523
10611,62006362125176,96,69844015,0.18841172711
10612,62006362121267,202,119496019,0.40831744612
10613,62006362123665,90,183585017,0.177998915529
10614,62006362127225,44,6644915,0.0867003200779
10615,62006362118407,197,25836519,0.38190600618
10616,062006362031772,25,83891072,0.824703558493
10617,62006362069452,25,77694045,0.0882788464823
10618,62006362046110,1,1002,0.00348432055749
10619,062006362037194,9,9034,0.0557032634817
10620,62006362057055,12,12306,0.156246099976
10621,62006362051317,2,2007,0.08
10622,062006362035714,30,451206025,0.480296798533
10623,62006362044923,8,7730000,0.101040869649
10624,62006362129130,29,1764007,0.055526476908
10625,62006362128988,330,85458412,0.628989973174
10626,62006362105168,132,11954034,0.458115705635
10627,62006362053563,6,15024,0.15369235018
10628,62006362101765,99,166773051,0.263351571943
10629,062006362037523,1545,187880500,5.898417916
10630,62006362065791,14,18159035,0.0648218878261
10631,62006362114619,22,7318032,0.0515544602614
10632,62006362117365,2,2009,0.00484264340322
10633,62006362067437,17,3088027,0.0703750157267
10634,62006362113258,78,23307027,0.160346419686
10635,62006362129223,1393,211978519,2.66680549705
10636,62006362120327,678,223225019,1.35835930525
10637,62006362129579,138,42780622,0.264592985193
10638,62006362123999,52,4998012,0.101227110187
10639,62006362127561,165,34298011,0.325415802301
10640,62006362124056,386,364287015,0.769628854558
10641,62006362123960,115,18711520,0.226525526667
10642,62006362053809,56,10385020,0.112577760148
10643,62006362127486,34,1435014015,0.0658185476944
10644,62006362123666,64,251576015,0.124784900653
10645,62006362105544,15,101025020,0.0466076905184
10646,062006362038337,29,210557023,0.300724145784
10647,62006362105208,2,2008,0.00587363924487
10648,62006362105021,63,152982062,0.156808259367
10649,62006362112748,103,38131044,0.246985838455
10650,62006362053602,1,1002,0.0357142857143
10651,62006362046749,2,2006,0.0467032967033
10652,62006362101671,48,27884015,0.194560217839
10653,62006362117997,54,228774026,0.121045082867
10654,62006362111071,38,2830769,0.113326184651
10655,62006362108541,10,10039,0.024519651422
10656,62006362100498,10,10039,0.0262958593902
10657,062006362033319,52,119812008,4.6552630096
10658,62006362045782,28,84122021,1.14223232649
10659,62006362106600,34,57727027,0.10789126814
10660,62006362102688,10,10385,0.0371615227864
10661,62006362102084,91,25232035,0.39647925584
10662,62006362124039,1865,302600440,3.70553132308
10663,62006362126531,100,25660008,0.186301868099
10664,62006362120672,1778,451888528,3.57708302482
10665,62006362118574,19,20000016,0.0406854081964
10666,62006362126758,76,8613011,0.145293496126
10667,62006362123475,122,44406015,0.238498129123
10668,62006362128925,83,9760508,0.15644199658
10669,62006362125139,127,15904025,0.246447704568
10670,62006362122338,170,12451000,0.323212320457
10671,62006362133538,1,1004,0.00186219739292
10672,62006362131233,138,21794007,0.258181824908
10673,62006362126054,35,11618011,0.0667513432082
10674,62006362133024,1,1004,0.00186219739292
10675,62006362129687,44,54323009,0.0830966584721
10676,62006362115404,105,175922037,0.203185295184
10677,62006362127388,57,293440032,0.108128308176
10678,62006362126858,30,4493011,0.0587779668386
10679,62006362133368,26,3325019,0.0483101277264
10680,62006362125795,146,12827016,0.285830267033
10681,62006362124649,47,158016025,0.0918808161822
10682,62006362132078,18,7981004,0.0334591252437
10683,62006362126452,20,15634016,0.0394870538862
10684,62006362127229,9,2034016,0.0178924807375
10685,62006362132528,3,3007,0.00558659217877
10686,62006362101546,65,175172047,0.180410695211
10687,62006362103880,3,3011,0.0114052895731
10688,62006362103771,8,2203009,0.0316560661184
10689,62006362105714,33,642101,0.118936738749
10690,62006362105898,5,14015,0.0169978092308
10691,62006362105847,17,92887023,0.0501662135804
10692,62006362067344,3,3011,0.0103327965647
10693,062006362035368,5,23015,0.10956937799
10694,62006362106200,82,150713047,0.203345317373
10695,62006362108245,4,4015,0.0119989878519
10696,62006362109853,19,5423027,0.052115286756
10697,62006362115067,28,719599344,0.063162431475
10698,62006362067029,28,188273119,0.0911141985305
10699,62006362101562,13,22043,0.0367052431484
10700,62006362127228,270,35777013,0.518369586112
10701,62006362132840,26,7872007,0.048442396762
10702,62006362128829,614,37882507,1.16001991626
10703,62006362126645,347,257563012,0.662827699832
10704,62006362134007,1,1004,0.00185528756957
10705,62006362129428,13,105076016,0.0252339227184
10706,62006362123848,47,3530520,0.094356064709
10707,62006362122681,713,54023529,1.39924310687
10708,62006362121478,39,23072519,0.0751586359378
10709,62006362125720,68,24438011,0.131421103838
10710,62006362126026,35,9423011,0.0693350608173
10711,62006362127387,164,152462007,0.310031682828
10712,62006362119722,257,124899015,0.525773367489
10713,62006362125735,147,194033011,0.286212713984
10714,62006362131576,8,364016,0.0149704970105
10715,62006362129079,349,56573011,0.66860792428
10716,62006362121417,50,41757028,0.101482160881
10717,62006362129495,6,7152007,0.011148967867
10718,62006362124688,498,82420017,0.985842861854
10719,62006362123034,201,69044524,0.387732492185
10720,62006362124358,36,108333011,0.0728965583948
10721,62006362126558,84,202738566,0.164426642655
10722,62006362123687,169,139862078,0.336753867321
10723,62006362126489,37,151285020,0.0727515895096
10724,62006362125963,91,50993011,0.172668861237
10725,62006362124215,4,203012,0.00784700748798
10726,62006362128846,12,49871203,0.0230726299531
10727,62006362068296,20,1117054,0.099691924368
10728,62006362132842,174,6290011,0.323752381751
10729,62006362130599,32,52412007,0.0609806104448
10730,62006362128982,35,2664012,0.0668564947004
10731,62006362129219,50,24102011,0.0954454033661
10732,62006362113434,32,54859033,0.0753389641471
10733,62006362100698,3,3009,0.0132577302766
10734,62006362055636,2,2011,0.0178571428571
10735,062006362037188,14,3186022,0.0845977976114
10736,62006362040775,17,17068,0.114087415371
10737,62006362102434,15,29115022,0.0631217413816
10738,62006362049554,38,3119500,7.68145854833
10739,62006362067450,11,242654016,0.0626303375336
10740,62006362124906,1072,652299015,2.07828415751
10741,62006362122795,185,55756515,0.367002782974
10742,62006362129139,31,663007,0.0578530633992
10743,62006362128433,74,33994013,0.142019994315
10744,62006362125138,177,86980019,0.338176290661
10745,62006362129256,10,15053011,0.0187881514167
10746,62006362128968,422,225995027,0.806066646776
10747,62006362119306,36,11282019,0.0701222951539
10748,62006362126235,35,14943008,0.0667056640466
10749,62006362124482,1499,556877592,2.96918448991
10750,62006362125667,37,161855019,0.0716675155341
10751,62006362133093,97,40362007,0.180289364691
10752,62006362123025,35,36419015,0.0696864735711
10753,62006362126964,38,57333011,0.0738382381003
10754,62006362123881,51,26953028,0.101278375436
10755,62006362128826,14,1573011,0.0266989074553
10756,62006362133044,81,519861004,0.151096274082
10757,62006362125159,123,115784015,0.242749042924
10758,62006362122779,134,54736023,0.264290399266
10759,62006362132378,1,1004,0.00184842883549
10760,62006362123777,8,9572008,0.0152179319242
10761,62006362126022,238,100635008,0.478637662075
10762,62006362133360,3,3012,0.00557303027886
10763,62006362125961,23,21207023,0.044478039516
10764,62006362124858,56,16839011,0.109281219446
10765,62006362124710,33,68313015,0.0649433602985
10766,62006362107226,5,23011,0.015087704938
10767,062006362026002,8,12015026,0.146427241139
10768,62006362039605,7,7029,0.037553697438
10769,62006362045428,2,2008,0.0122091087351
10770,62006362038958,4,4016,0.0232277958688
10771,62006362045565,27,4523079,0.277855237171
10772,062006362002396,18,81044,0.132630285312
10773,62006362117548,57,118298026,0.128009328573
10774,62006362114405,5,128011,0.0129360288715
10775,62006362124023,154,100410020,0.287170625441
10776,62006362121885,97,19815015,0.187628680008
10777,62006362124791,34,23565015,0.0664170347009
10778,62006362129635,85,785253011,0.161770859009
10779,62006362128489,18,11291004,0.0337069291646
10780,62006362132935,2,2007,0.00373139523551
10781,62006362132943,8,301506030,0.0149115409332
10782,62006362125133,197,15618012,0.382630923999
10783,62006362133246,28,3803007,0.0519828054922
10784,62006362126752,117,117085018,0.221414186545
10785,62006362120470,62,340439019,0.122784036553
10786,62006362123268,120,65394016,0.2386403112
10787,62006362127756,122,88225019,0.233962386064
10788,62006362122852,433,314273020,0.866074493788
10789,62006362124006,42,3411675019,0.0826951135268
10790,62006362122946,42,218385019,0.080454710463
10791,62006362123223,37,4055015,0.0756633345892
10792,62006362124900,39,216349015,0.0753805144796
10793,62006362118795,251,30958519,0.496027832369
10794,62006362132518,4,552007,0.00743149574801
10795,62006362131689,16,1564507,0.0302080439375
10796,62006362124525,84,37519015,0.165962310797
10797,62006362132971,2,2012,0.00371747211896
10798,62006362124922,33,32378515,0.0649795624442
10799,62006362124735,121,24296015,0.240943752494
10800,62006362126188,50,354071011,0.0970493349018
10801,62006362125974,217,152834020,0.423815020408
10802,62006362124637,6,484016,0.011684235562
10803,62006362126636,217,1659971011,0.42345081437
10804,62006362112444,6,6025,0.0131508478147
10805,62006362132820,7,29014,0.0129596162964
10806,62006362104691,125,321713055,0.292583044272
10807,62006362123388,291,93524015,0.600067965051
10808,62006362124304,384,416093158,0.772523226731
10809,62006362122665,85,20375025,0.164868789569
10810,62006362109621,136,2423884041,0.288530067173
10811,62006362120465,97,36512028,0.192921771608
10812,62006362124310,212,35382015,0.424715783016
10813,62006362125230,59,206329014,0.114902118383
10814,62006362121144,724,68840019,1.51814537333
10815,62006362124651,45,28284015,0.0889410877734
10816,62006362112971,53,112224907,0.125113328976
10817,62006362123271,20,15894015,0.0411807068298
10818,62006362115345,22,2451025,0.0463619563442
10819,62006362108294,10,10039,0.0264196459203
10820,62006362039404,5,354028,0.123330269247
10821,62006362105112,8,2007027,0.0276184140262
10822,62006362101697,13,7318031,0.0439597326703
10823,62006362124902,108,18033020,0.208619951541
10824,62006362125504,31,30573008,0.0593396056001
10825,62006362124971,116,18729011,0.227037442196
10826,62006362127551,351,24116895430,0.676320043875
10827,62006362128403,165,168246011,0.3161601032
10828,62006362128788,23,3332007,0.0441476221988
10829,62006362128237,145,29854016,0.274918490397
10830,62006362128477,18,4173809,0.0344906677594
10831,62006362126567,145,130805019,0.278997862387
10832,62006362123015,75,155702020,0.149507161307
10833,62006362127299,500,89194516,0.963168196901
10834,62006362123012,72,14144016,0.142166165991
10835,62006362129693,36,47205016,0.0705820754337
10836,62006362122924,19,1641015,0.0388652244536
10837,62006362127578,9,3763008,0.0174585415452
10838,62006362121592,85,303625369,0.173135529508
10839,62006362128996,17,6125511,0.0326970506929
10840,62006362123045,146,87334015,0.288007303595
10841,62006362058726,67,4865470025,0.132763423017
10842,62006362123546,60,44865017,0.117266269047
10843,62006362129058,6,24011,0.0116733964318
10844,62006362107070,3,3011,0.00964650236495
10845,62006362102415,17,9084015,0.0598080351191
10846,62006362047739,14,281044,0.120412913454
10847,62006362101810,5,14018,0.0181474252392
10848,62006362050250,17,80058,0.189396549834
10849,62006362064805,29,6212502005,0.143811300294
10850,62006362126227,4,2501004,0.00804648899227
10851,62006362126571,225,114058005,0.438897330559
10852,62006362123498,556,337206015,1.12803486574
10853,62006362122110,147,80776714,0.301349655974
10854,62006362048786,17,22234014,0.168331018204
10855,062006362030753,7,34016,0.0693826387207
10856,62006362122072,48,112804019,0.0960888866752
10857,62006362124078,135,68524015,0.273201652224
10858,62006362048935,8,17524,0.148242064156
10859,62006362053358,16,70061,0.184072596677
10860,62006362054203,4,13019,0.0379512831666
10861,62006362052467,11,47042,0.160528437132
10862,62006362049985,9,9044,0.128165373741
10863,62006362061725,123,19824127,2.30231048766
10864,062006362026030,4,4019,0.0475253428742
10865,62006362064603,3,3011,0.0321428571429
10866,62006362113814,73,7635035,0.166117861052
10867,62006362054653,3,3015,0.099537037037
10868,062006362012612,4,4019,0.113798701299
10869,62006362105081,4,4016,0.0148014539847
10870,62006362057408,13,21014019,0.458739246749
10871,062006362013613,2,2011,0.105263157895
10872,62006362101941,3,3014,0.0104777514721
10873,62006362106511,15,9146023,0.0490021134629
10874,62006362101517,14,23049,0.0497760294443
10875,62006362065410,29,1526296059,0.126604918109
10876,062006362016416,34,14613044,1.06296343775
10877,62006362122167,75,76902015,0.151690228577
10878,62006362113035,54,656880031,0.119751166143
10879,62006362125501,100,5405015,0.199921793367
10880,62006362124422,207,20369021,0.419299684261
10881,62006362122523,305,153247519,0.592165463802
10882,62006362126090,76,74629011,0.15168582029
10883,62006362129491,53,12275011,0.103100162236
10884,62006362122426,76,112224016,0.15025848672
10885,62006362122637,42,13775015,0.0844905486659
10886,62006362125282,40,18858012,0.0772509884036
10887,62006362116707,26,9456023,0.0544416389983
10888,62006362120596,19,1038883006,0.039254447314
10889,62006362124314,87,19145193,0.171157385424
10890,62006362129143,11,4154015,0.021489514487
10891,62006362105465,77,41828027,0.238634863554
10892,062006362021698,8,67032,0.0377929913711
10893,62006362128481,110,95303011,0.213752425576
10894,62006362129372,17,283663011,0.032659383614
10895,62006362126613,10,17563011,0.0191709263072
10896,62006362124901,22,6559015,0.0444187836528
10897,62006362120533,28,21765019,0.0612785845398
10898,62006362124481,45,167384016,0.0885850742133
10899,62006362126143,50,24920515,0.0975445844034
10900,62006362124311,211,19059715157,0.418884201825
10901,62006362122278,82,132412015,0.163022315018
10902,62006362122499,149,88534015,0.303158114873
10903,62006362124108,33,95214015,0.0643683977352
10904,62006362121028,87,7505015,0.177047139015
10905,62006362123684,175,2279143011,0.340718523179
10906,62006362124670,180,147115015,0.356454777095
10907,62006362128170,507,325851026,0.98081372664
10908,62006362126247,206,1484572511,0.405296399904
10909,62006362125672,8,25755015,0.0157111100919
10910,62006362117904,66,36895020,0.137997299052
10911,62006362124000,20,548305023,0.0402845072607
10912,62006362125627,67,90714015,0.130479781186
10913,62006362123184,59,36389015,0.118010921499
10914,62006362121346,41,8444015,0.0834388369857
10915,62006362104164,14,32048,0.0392459573751
10916,62006362107957,14,14061,0.0361337573926
10917,62006362125095,1260,300365015,2.45868934979
10918,62006362125522,447,2047797025,0.853800215592
10919,62006362130932,66,81302007,0.125101832977
10920,62006362132005,5,182007,0.00931456439471
10921,62006362124697,49,837953011,0.0945294399733
10922,62006362125082,52,2349679011,0.100640729461
10923,62006362129125,27,5632007,0.0509199640547
10924,62006362120525,39,143620024,0.0788942849564
10925,62006362124857,25,1298205021,0.0485110371585
10926,62006362132134,4,4016,0.00754422034618
10927,62006362129313,8,25304007,0.0148979399925
10928,62006362127051,70,24674016,0.133474899027
10929,62006362133366,27,11269007,0.0502765665168
10930,62006362132837,34,75502007,0.0634485721089
10931,62006362107751,10,10039,0.026484267841
10932,62006362104347,7,7033,0.0277307233829
10933,62006362067489,20,65072,0.119864392404
10934,062006362009158,64,17693033,1.1613997162
10935,62006362055907,5,5026,0.108673410069
10936,62006362124472,76,4431011,0.14791373866
10937,62006362128987,197,41791011,0.377457022734
10938,62006362124467,166,160721015,0.324240615887
10939,62006362126764,138,17905015,0.266525514722
10940,62006362122931,134,10033011,0.270818301272
10941,62006362124008,56,717337020,0.114478684125
10942,62006362125140,140,79013011,0.276239281568
10943,62006362128983,7,2663011,0.0135302851054
10944,62006362117901,81,35159025,0.163347771351
10945,62006362125333,110,83244015,0.215401473298
10946,62006362052522,66,34283023,0.15705973506
10947,62006362116865,24,167531022,0.0504260948059
10948,62006362117514,19,3897019,0.0388055268795
10949,62006362125345,18,22054378,0.0348632060933
10950,62006362114781,7,16024,0.018456389948
10951,62006362110765,11,805021,0.0257710356405
10952,62006362124090,16,4500004015,0.0321873375083
10953,62006362123043,13,28854015,0.0261837186694
10954,62006362131189,17,5052007,0.0322773502847
10955,62006362114078,7,7027,0.0161538536264
10956,62006362115319,43,26519015,0.0847221994542
10957,62006362128470,15,473112007,0.0286752790208
10958,62006362127588,8,1263011,0.0154427536599
10959,62006362126426,68,37873011,0.132352225631
10960,62006362128313,406,19429681367,0.780641713135
10961,62006362119670,86,134906019,0.179340987988
10962,62006362123555,253,452059015,0.488642585405
10963,62006362130577,23,9047007,0.0448571962631
10964,62006362121017,342,138314519,0.657205457097
10965,62006362128738,22,7103011,0.0425613357098
10966,62006362126303,34,27986021,0.0685229368255
10967,62006362129578,5,60003011,0.00959907342443
10968,62006362129558,3,3011,0.00587084148728
10969,62006362132640,60,97936004,0.112709940439
10970,62006362132866,15,98682007,0.0279750937692
10971,62006362125512,20,2774015,0.0396480515764
10972,62006362133161,70,10714011,0.130611907518
10973,62006362124761,15,1305015,0.0294389691513
10974,62006362117869,21,138940025,0.0461253071565
10975,62006362124926,89,15269511,0.169954987564
10976,62006362125224,30,24945015,0.0588588738076
10977,62006362118779,19,51245019,0.0388059732294
10978,62006362133352,6,7241004,0.0111388929876
10979,62006362127209,4,4016,0.00765610147696
10980,62006362124011,41,85834901,0.0813969412461
10981,62006362127560,17,3926024,0.0326225400445
10982,62006362115679,65,147113047,0.148301679616
10983,62006362125070,12,4033016,0.0235987699375
10984,62006362126845,6,4003011,0.0114806619553
10985,62006362062381,25,2866060,0.238039876224
10986,62006362051450,14,68047,0.174538238895
10987,62006362122930,275,784144016,0.544926092671
10988,62006362121917,19,6054015,0.0370022873931
10989,62006362126091,25,70443011,0.0480476852542
10990,62006362129682,26,140105021,0.05005322453
10991,62006362056788,17,717766017,0.277324353578
10992,62006362129918,71,25132012,0.13319991858
10993,62006362122340,81,5102000,0.152258180813
10994,62006362125981,26,59759015,0.0499653028282
10995,62006362129101,105,21233011,0.196667154155
10996,62006362124526,30,10875018,0.0591422408717
10997,62006362117046,43,208467028,0.0883450675163
10998,62006362114615,46,1800591023,0.0944840752042
10999,62006362123226,26,14484012,0.0501982866059
11000,62006362129645,19,19263011,0.0358795755602
11001,62006362120457,13,235007021,0.0269835289055
11002,62006362127489,18,10572008,0.0344237200989
11003,62006362129555,422,18514007,0.809677390379
11004,62006362131057,18,8378007,0.0340154046259
11005,62006362122567,106,37366968,0.21388047175
11006,62006362042446,1,1004,0.00191938579655
11007,62006362125663,101,67934016,0.196536806797
11008,62006362123218,16,505015,0.0312388842409
11009,62006362125068,3,3012,0.00602548946144
11010,62006362127224,10,6454013,0.0196351648027
11011,62006362113549,170,987215678,0.355233029267
11012,62006362130107,76,14900008,0.144443609051
11013,62006362131600,145,47082007,0.272594813225
11014,62006362126487,37,14602007,0.070118760982
11015,62006362063898,8,8033,0.0606436935263
11016,62006362131498,13,3712007,0.024601699655
11017,62006362124474,10,435019,0.0200644418122
11018,62006362127393,5,51523011,0.0099301244077
11019,62006362129320,7,9104016,0.0134364314849
11020,62006362127544,6,62007,0.0114696054071
11021,62006362129736,2,2007,0.00387976126862
11022,62006362121500,10,21035019,0.0208316874548
11023,62006362124453,15,21633011,0.0287704256425
11024,62006362128218,2,2007,0.00387222047291
11025,62006362127769,8,7605013,0.0154051542285
11026,62006362127163,17,4936426,0.0325648887531
11027,62006362125052,56,91399015,0.111661617364
11028,62006362122186,70,127214015,0.141219658519
11029,62006362129077,8,40009512,0.0151891859806
11030,62006362127379,55,5260011,0.10645454488
11031,62006362129455,45,8999007,0.085449365743
11032,62006362114142,11,6019040,0.0258943553537
11033,62006362124052,29,119790018,0.0572903581684
11034,62006362122784,50,32943024,0.101201873477
11035,62006362108551,9,9035,0.0226261730199
11036,62006362118068,65,36096022,0.135113945213
11037,62006362131016,21,524823007,0.0399305211949
11038,62006362126072,66,47894021,0.131619931954
11039,62006362130909,6,213007,0.0115532829406
11040,62006362121788,7,104015,0.0140833527473
11041,62006362129591,3,3011,0.00578778613461
11042,62006362123946,12,26980216,0.0241920277524
11043,62006362126055,15,31525013,0.0292341489099
11044,62006362128173,22,5158011,0.0427813133105
11045,62006362049415,15,352048,0.0594805360463
11046,62006362116683,2,2022,0.00382960633846
11047,62006362114528,23,23058031,0.0527579722094
11048,62006362123770,43,17063011,0.0858017688818
11049,62006362128004,10,2824011,0.0191066199607
11050,62006362125041,18,74083011,0.0354585278873
11051,62006362130986,7,20604017,0.0134088723742
11052,62006362128999,3,3011,0.005825419116
11053,62006362125503,13,1094015,0.0259791424841
11054,62006362119110,2,2008,0.00389493165855
11055,62006362125776,11,6720020,0.021828861784
11056,62006362124343,26,85945015,0.0497522888171
11057,62006362125332,10,61924015,0.0193985040451
11058,62006362125187,30,53381011,0.0587977252342
11059,62006362127525,2,2008,0.00387981966929
11060,62006362132051,10,214058,0.0189718336769
11061,62006362100413,10,10039,0.0262768680604
11062,62006362129069,15,4735020,0.0285319807153
11063,62006362124105,35,187248730,0.0708417934331
11064,62006362132346,10,401103009,0.0188301283323
11065,62006362121919,4,4015,0.00816136629364
11066,62006362120415,29,12351023,0.0596428459406
11067,62006362127641,28,2829509,0.0532396368404
11068,62006362122233,113,286813015,0.234680443765
11069,62006362123829,91,25435015,0.186908579457
11070,62006362123294,13,55982006,0.0266328281818
11071,62006362126644,76,24621511,0.149665053124
11072,62006362121512,142,124974015,0.291254337725
11073,62006362125357,20,18266015,0.0402808855476
11074,62006362122757,72,4516151017,0.144661251257
11075,62006362121784,3,3011,0.00647540612697
11076,62006362115723,14,116129034,0.0318630537195
11077,62006362123997,62,102566022,0.123371353975
11078,62006362121149,34,133678032,0.0685261633885
11079,62006362123940,3,3012,0.00609356241015
11080,62006362050271,22,5899058,0.0628105724614
11081,62006362121888,194,178848023,0.399688023764
11082,62006362124360,20,9264015,0.0412456403
11083,62006362105795,21,18419042,0.0669035710527
11084,62006362044649,26,6851000,0.0692508162292
11085,62006362127021,6,6020,0.0120582762485
11086,62006362124907,9,353011,0.0184334334122
11087,62006362123302,25,14324015,0.0507359782801
11088,62006362123728,65,203079015,0.132091340905
11089,62006362123650,7,264010,0.0144118470918
11090,62006362123878,39,50557020,0.077557199575
11091,62006362126050,8,7105020,0.0155288392647
11092,62006362118789,90,16563009,0.191447911344
11093,62006362045446,6,6028,0.0197383217038
11094,62006362057218,6,6024,0.0128054942129
11095,62006362126463,4,4015,0.00784386605955
11096,62006362121525,30,16624654,0.0596988928616
11097,62006362121928,35,54026022,0.0708725209201
11098,62006362126051,10,74016,0.0197527216338
11099,62006362118959,24,17173012,0.0498278390336
11100,62006362122677,294,176389515,0.611770424711
11101,62006362126353,5,104016,0.00998852351574
11102,62006362122532,11,3898015,0.0227362326026
11103,62006362125962,3,3011,0.00603151472793
11104,62006362125104,6,2504015,0.011938555709
11105,62006362126424,5,464508,0.0100326314042
11106,62006362123533,14,780015,0.0281604511852
11107,62006362120691,34,3973027,0.0741054925905
11108,62006362122411,59,189020814,0.119337743712
11109,62006362120692,51,204912023,0.109837228006
11110,62006362119668,41,25542027,0.0870916999456
11111,62006362116809,24,3056023,0.0503186614413
11112,62006362125489,15,4724015,0.0299862538159
11113,62006362124676,44,643510005,0.0917038017976
11114,62006362128107,4,13011,0.00780502636282
11115,62006362128468,5,5020,0.00983212869782
11116,62006362124191,12,28005020,0.0247697988525
11117,62006362119874,14,104016,0.0291764586571
11118,62006362125009,4,4015,0.00811469969015
11119,62006362114785,4,4015,0.00878151916094
11120,62006362126304,13,10725021,0.0252485532969
11121,62006362121263,34,1426019,0.0704984040627
11122,62006362123698,24,173255015,0.0485626441903
11123,62006362124669,13,54512011,0.0259936287027
11124,62006362120696,8,1004015,0.0162356085562
11125,62006362128073,9,1205019,0.017803136326
11126,62006362045462,41,2449080,0.194343685534
11127,62006362121343,10,5756024,0.0202947456115
11128,62006362123199,14,6214015,0.0274168452776
11129,62006362127664,13,15408508,0.0255689521988
11130,62006362126863,29,6883011,0.0551795132416
11131,62006362124911,77,22336022,0.153531938527
11132,62006362110386,111,3792792040,0.266719960377
11133,62006362120114,6,1005020,0.0128928363417
11134,62006362121274,2,2007,0.00447427293065
11135,62006362111893,23,32989031,0.0512180754323
11136,62006362118799,287,178987027,0.544894711346
11137,62006362114949,2,2007,0.0056338028169
11138,62006362121966,6,105023,0.012403122362
11139,62006362123233,59,8432011,0.123743196118
11140,62006362122850,5,5020,0.010223112738
11141,62006362123009,9,735404015,0.0189430244001
11142,62006362123727,27,565505019,0.0550375449739
11143,62006362124036,1,1003,0.00213219616205
11144,62006362113783,25,4088137,0.0592155814408
11145,62006362120647,13,66664016,0.0261343804173
11146,62006362123193,4,4015,0.0082257352025
11147,62006362108747,9,9035,0.022795243088
11148,62006362128798,14,107464015,0.0269474784569
11149,62006362130716,11,8004007,0.0212341263815
11150,62006362124846,22,3593011,0.0431102085388
11151,62006362107869,10,10039,0.0264655848917
11152,62006362126885,6,1053011,0.0114559384512
11153,62006362128462,6,31622007,0.0114014981056
11154,62006362132072,1,1004,0.00188323917137
11155,62006362132951,2,2012,0.00376647834275
11156,62006362100472,2,2007,0.00943396226415
11157,62006362122649,22,3552515,0.0453734781357
11158,62006362115778,6,105017,0.0145145977438
11159,62006362123248,36,45456019,0.0764913252851
11160,62006362123557,7,1000054015,0.0147936804007
11161,62006362068470,68,43610016,0.455959775239
11162,62006362046104,21,21083,0.1107405221
11163,062006362012834,2,2008,0.0140525400811
11164,62006362107320,5,5022,0.0157127945943
11165,62006362069577,5,14018,0.0159259259259
11166,62006362103472,13,487019,0.0487445884771
11167,62006362106109,6,24016,0.0199345149127
11168,62006362102708,6,6020,0.0209881510628
11169,62006362101990,12,30042,0.040744488839
11170,62006362107312,4,4018,0.0131182795699
11171,62006362102446,9,9025,0.0273496812535
11172,62006362101078,5,5019,0.0189586593681
11173,062006362013416,29,1688051,0.262371316181
